name,team,number,position,side,off_grade_off,off_grade_pass,off_grade_run,off_grade_recv,off_grade_pblk,off_grade_rblk,off_snaps_off,off_snaps_pass,off_snaps_run,off_snaps_recv,off_snaps_pblk,off_snaps_rblk,def_grade_def,def_grade_rdef,def_grade_prush,def_grade_cov,def_snaps_def,def_snaps_rdef,def_snaps_prush,def_snaps_cov,height,weight
Sharif Denson,OLE MISS,7,S,Defense,,,,,,,,,,,,,60.4,77.6,58.7,53.1,508,245,34,229,"5' 11""",195
Suntarine Perkins,OLE MISS,4,EDGE,Defense,,,,,,,,,,,,,78.8,78.2,64.2,87.6,760,299,212,249,"6' 1""",220
Trinidad Chambliss,OLE MISS,6,QB,Offense,87.8,83.7,74.9,53.2,,60.3,953,515,109,4,,325,,,,,,,,,"6' 0""",210
Will Echoles,OLE MISS,52,DT,Defense,,,,,,,,,,,,,79.3,83.3,65.3,67.5,765,336,425,4,"6' 3""",315
Zxavian Harris,OLE MISS,51,DT,Defense,,,,,,,,,,,,,73.3,77.5,62.3,60.7,693,336,354,3,"6' 8""",330
A'Mauri Washington,OREGON,52,DT,Defense,,,,,,,,,,,,,80,83.8,69.3,59.3,656,296,358,2,"6' 3""",325
Bear Alexander,OREGON,1,DT,Defense,,,,,,,,,,,,,73.3,71.3,70.3,58.9,581,268,311,2,"6' 3""",316
Brandon Finney Jr.,OREGON,4,CB,Defense,,,,,,,,,,,,,78.9,72.7,65.9,79.2,694,310,4,380,"6' 2""",201
D'Antre Robinson,OREGON,0,DT,Defense,,,,,,,,,,,,,67.7,71.5,62.2,,377,181,196,,"6' 4""",307
Dakorien Moore,OREGON,1,WR,Offense,74.5,,74.6,73.6,,64.7,455,,4,246,,205,,,,,,,,,"5' 11""",195
Dante Moore,OREGON,5,QB,Offense,90.2,90.2,61.4,,,60.3,911,480,42,,,389,,,,,,,,,"6' 3""",220
Dave Iuli,OREGON,74,OG,Offense,61.9,,,,78.9,57.4,907,,,,461,446,,,,,,,,,"6' 3""",335
Devon Jackson,OREGON,9,LB,Defense,,,,,,,,,,,,,66.1,71,66.6,58.2,370,172,35,163,"6' 2""",242
Dylan Raiola,OREGON,8,QB,Offense,62.4,63.2,51.8,,,60.2,522,305,13,,,204,,,,,,,,,"6' 3""",232
Emmanuel Pregnon,OREGON,74,OT,Offense,80.5,,,,71.4,79.7,896,,,,465,431,,,,,,,,,"6' 5""",320
Iapani Laloulu,OREGON,72,C,Offense,69.1,,,,82.3,64.5,884,,,,466,418,,,,,,,,,"6' 2""",325
Ify Obidegwu,OREGON,7,CB,Defense,,,,,,,,,,,,,67.7,78.3,51.3,65.1,423,197,3,223,"6' 1""",203
Isaiah World,OREGON,76,OT,Offense,83.3,,,,77.2,78.7,871,,,,458,413,,,,,,,,,"6' 8""",314
Iverson Hooks,OREGON,2,WR,Offense,82.3,77.2,57.3,82.9,,59.8,585,1,0,379,,204,,,,,,,,,"5' 10""",170
Jamari Johnson,OREGON,9,TE,Offense,78.1,,,85.2,69.2,55.6,600,,,218,73,309,,,,,,,,,"6' 5""",255
Jeremiah McClellan,OREGON,3,WR,Offense,71.8,,,73.6,61.9,53.6,520,,,289,1,230,,,,,,,,,"6' 0""",195
Jerry Mixon,OREGON,6,LB,Defense,,,,,,,,,,,,,72.9,63.2,59.3,83.4,560,249,46,265,"6' 2""",241
Jordon Davison,OREGON,0,RB,Offense,89.1,,91.4,53.4,83.5,59.9,320,,115,93,32,80,,,,,,,,,"6' 0""",225
Koi Perich,OREGON,3,S,Defense,,,,,,,,,,,,,61,64.9,69.6,55.8,789,331,25,433,"6' 1""",202
Matayo Uiagalelei,OREGON,10,EDGE,Defense,,,,,,,,,,,,,82.2,73.8,82.7,63.3,726,332,383,11,"6' 5""",265
Na'eem Offord,OREGON,2,CB,Defense,,,,,,,,,,,,,58.2,64.1,73.6,54.9,245,124,3,118,"6' 1""",195
Teitum Tuioti,OREGON,44,EDGE,Defense,,,,,,,,,,,,,83.8,80,82.7,61.3,705,334,329,42,"6' 3""",263
Adonis McDaniel,OREGON ST,1,WR,Offense,77.9,,72.4,77.0,,63.7,465,,3,292,,170,,,,,,,,,"5' 8""",172
Aiden Sullivan,OREGON ST,2,LB,Defense,,,,,,,,,,,,,84.6,76.6,70.4,85.2,576,262,74,240,"6' 1""",230
Braden Atkinson,OREGON ST,2,QB,Offense,90.8,90.7,46.2,,,60.1,741,434,13,,,294,,,,,,,,,"6' 1""",208
Daniel Matagi,OREGON ST,90,DT,Defense,,,,,,,,,,,,,67.3,68.1,62,55.4,620,332,287,1,"6' 0""",305
DeCorion Temple,OREGON ST,8,TE,Offense,54.1,,,55.5,61.5,56.3,540,,,176,74,290,,,,,,,,,"6' 6""",245
Dylan Layne,OREGON ST,1,LB,Defense,,,,,,,,,,,,,64.8,72.7,60.1,53.1,766,375,55,336,"6' 2""",225
Eddie Freauff,OREGON ST,14,WR,Offense,57.0,,,55.6,,65.8,307,,,178,,129,,,,,,,,,"6' 4""",220
Eric Olsen,OREGON ST,80,TE,Offense,67.5,,72.2,67.2,72.9,57.5,696,,7,341,58,290,,,,,,,,,"6' 5""",240
Gabe Milbourn,OREGON ST,82,TE,Offense,59.7,,,66.7,49.7,51.0,375,,,133,54,188,,,,,,,,,"6' 5""",250
Isaiah Chisom,OREGON ST,78,OT,Offense,57.4,,,,59.1,55.2,832,,,,441,391,,,,,,,,,"6' 5""",310
Isaiah Houi,OREGON ST,22,CB,Defense,,,,,,,,,,,,,73.6,52.5,,76.1,673,304,,369,"5' 10""",175
Ish Findlayter,OREGON ST,17,EDGE,Defense,,,,,,,,,,,,,72.8,78.4,63.6,61,332,152,172,8,"6' 4""",260
Jabari Odoemenem,OREGON ST,3,LB,Defense,,,,,,,,,,,,,69.1,67,62.8,73.2,626,279,81,266,"6' 1""",234
Maalik Murphy,OREGON ST,6,QB,Offense,59.8,57.7,67.1,60.0,,60.3,520,305,12,1,,202,,,,,,,,,"6' 5""",238
Nathan Elu,OREGON ST,78,OG,Offense,60.8,,,59.2,55.1,62.2,382,,,1,212,169,,,,,,,,,"6' 5""",320
Sailasa Vadrawale III,OREGON ST,8,CB,Defense,,,,,,,,,,,,,71.3,50.9,49.5,76.4,579,241,13,325,"5' 11""",185
Takari Hickle,OREGON ST,44,EDGE,Defense,,,,,,,,,,,,,78.6,82.3,69.1,68.3,408,195,207,6,"6' 3""",270
Trey Glasper,OREGON ST,19,CB,Defense,,,,,,,,,,,,,49.8,51.8,57.3,49.5,600,282,2,316,"6' 1""",185
Tyler Voltin,OREGON ST,79,OG,Offense,61.2,,,,67.1,60.3,435,,,,242,193,,,,,,,,,"6' 5""",335
Xavyion Noland,OREGON ST,4,WR,Offense,70.6,,,71.9,,53.6,557,,,344,,213,,,,,,,,,"5' 6""",170
Aaron Dunn,PENN STATE,77,OT,Offense,63.3,,,,59.4,64.8,668,,,,355,313,,,,,,,,,"6' 7""",310
Andrew Rappleyea,PENN STATE,87,TE,Offense,63.0,,,66.5,68.9,55.5,398,,,142,22,234,,,,,,,,,"6' 4""",242
Anthony Donkoh,PENN STATE,68,OG,Offense,69.3,,,,73.8,65.5,693,,,,343,350,,,,,,,,,"6' 5""",334
Armstrong Nnodim,PENN STATE,91,DT,Defense,,,,,,,,,,,,,66.7,64.4,66.4,58.6,243,109,133,1,"6' 2""",310
Audavion Collins,PENN STATE,2,CB,Defense,,,,,,,,,,,,,68.3,70.6,55.8,67.8,538,264,2,272,"5' 11""",183
Benjamin Brahmer,PENN STATE,18,TE,Offense,65.7,85.3,58.9,73.3,65.9,37.1,601,2,1,319,27,252,,,,,,,,,"6' 7""",250
Brett Eskildsen,PENN STATE,4,WR,Offense,66.6,,,67.2,61.9,56.6,458,,,274,1,183,,,,,,,,,"6' 1""",198
Brock Riker,PENN STATE,51,C,Offense,71.7,,,,79.1,71.5,868,,,,438,430,,,,,,,,,"6' 4""",291
Caleb Bacon,PENN STATE,10,LB,Defense,,,,,,,,,,,,,69.9,74.1,71.4,58.4,652,280,110,262,"6' 4""",242
Carson Hansen,PENN STATE,21,RB,Offense,77.9,,81.5,57.6,42.3,52.9,448,,191,183,37,37,,,,,,,,,"6' 2""",216
Chase Sowell,PENN STATE,0,WR,Offense,65.6,,,66.5,62.1,64.2,452,,,279,1,172,,,,,,,,,"6' 3""",203
Cooper Cousins,PENN STATE,79,OT,Offense,73.1,,,,71.9,71.1,741,,,,352,389,,,,,,,,,"6' 5""",300
Daryus Dixson,PENN STATE,5,CB,Defense,,,,,,,,,,,,,78.3,59.5,91.3,76.3,320,121,8,191,"6' 0""",184
Gabe Burkle,PENN STATE,84,TE,Offense,58.9,,51.6,66.4,61.9,48.1,482,,2,204,52,224,,,,,,,,,"6' 6""",247
Jamison Patton,PENN STATE,3,S,Defense,,,,,,,,,,,,,58.3,71.7,55.9,52,497,237,2,258,"6' 2""",206
Keith Jones Jr.,PENN STATE,15,WR,Offense,68.7,,,68.9,62.6,59.0,404,,,221,1,182,,,,,,,,,"6' 4""",197
Kooper Ebel,PENN STATE,8,LB,Defense,,,,,,,,,,,,,64.1,65.1,57.3,61.7,664,291,76,297,"6' 4""",233
Marcus Neal Jr.,PENN STATE,31,S,Defense,,,,,,,,,,,,,78.8,84,72.4,72.2,697,300,44,353,"6' 1""",216
Rocco Becht,PENN STATE,3,QB,Offense,80.0,79.3,64.0,54.3,,60.3,817,409,51,1,,356,,,,,,,,,"6' 1""",208
Trevor Buhr,PENN STATE,70,OG,Offense,64.5,,,,65.2,62.6,453,,,,218,235,,,,,,,,,"6' 4""",318
Alex Sanford Jr.,PITTSBURGH,10,LB,Defense,,,,,,,,,,,,,54.1,65.3,59.5,37.8,362,220,27,115,"6' 1""",235
BJ Williams,PITTSBURGH,55,OG,Offense,64.2,,,,73.5,58.0,893,,,,570,323,,,,,,,,,"6' 4""",320
Braylan Lovelace,PITTSBURGH,0,LB,Defense,,,,,,,,,,,,,70.7,77.6,57.2,63,851,371,158,322,"6' 2""",225
Cataurus Hicks,PITTSBURGH,3,WR,Offense,55.3,,50.9,58.2,,47.1,608,,3,389,,216,,,,,,,,,"5' 10""",185
Cruce Brookins,PITTSBURGH,0,S,Defense,,,,,,,,,,,,,80.9,86.3,60,75.4,504,218,1,285,"6' 0""",205
Elijah Lagg,PITTSBURGH,17,TE,Offense,46.9,,,46.7,70.5,49.3,524,,,216,78,230,,,,,,,,,"6' 2""",235
Ethan Shine,PITTSBURGH,34,RB,Offense,75.7,,73.0,76.5,83.5,60.9,510,,194,202,80,34,,,,,,,,,"5' 10""",225
Isaiah Neal,PITTSBURGH,2,EDGE,Defense,,,,,,,,,,,,,65,66.8,61.2,72.1,557,236,303,18,"6' 2""",250
Ja'Kyrian Turner,PITTSBURGH,25,RB,Offense,77.3,,83.8,59.3,23.1,38.7,354,,136,169,32,17,,,,,,,,,"5' 9""",195
Jimmy Scott,PITTSBURGH,44,EDGE,Defense,,,,,,,,,,,,,66.6,69.5,63.7,64.5,531,220,305,6,"6' 3""",265
Keylen Davis,PITTSBURGH,56,OG,Offense,65.7,,,,49.1,72.5,691,,,,407,284,,,,,,,,,"6' 2""",325
La'Vell Wright,PITTSBURGH,29,RB,Offense,78.8,,79.0,61.4,89.0,55.2,222,,89,81,35,17,,,,,,,,,"5' 11""",215
Malik Knight,PITTSBURGH,7,WR,Offense,66.5,,67.8,67.1,,60.6,656,,6,430,,220,,,,,,,,,"6' 1""",185
Mason Heintschel,PITTSBURGH,6,QB,Offense,59.5,57.3,62.2,54.3,,60.1,659,418,24,1,,216,,,,,,,,,"6' 2""",215
Nick James,PITTSBURGH,0,DT,Defense,,,,,,,,,,,,,71.3,73.3,67.1,60,486,191,295,0,"6' 2""",295
Ryan Carretta,PITTSBURGH,71,OG,Offense,63.5,,,,73.3,58.4,582,,,,372,210,,,,,,,,,"6' 5""",320
Sean FitzSimmons,PITTSBURGH,0,DT,Defense,,,,,,,,,,,,,77,79,64.1,62.6,356,191,165,0,"6' 3""",300
Shadarian Harrison,PITTSBURGH,0,CB,Defense,,,,,,,,,,,,,61.8,79.8,56.5,59.6,518,222,2,294,"6' 1""",200
Shawn Lee Jr.,PITTSBURGH,0,CB,Defense,,,,,,,,,,,,,79.9,65.3,,81.3,427,199,,228,"5' 10""",180
Asaad Waseem,PURDUE,19,WR,Offense,67.3,60.0,,68.6,62.1,45.2,551,1,,403,1,146,,,,,,,,,"5' 11""",185
Bisi Owens,PURDUE,17,WR,Offense,73.1,60.0,,72.7,,66.7,631,1,,356,,274,,,,,,,,,"6' 4""",217
Boaz Stanley,PURDUE,50,C,Offense,49.6,,,,60.6,51.8,606,,,,375,231,,,,,,,,,"6' 4""",305
CJ Madden,PURDUE,8,EDGE,Defense,,,,,,,,,,,,,64.9,67.9,57.5,62,433,220,203,10,"6' 4""",273
Corey Smith,PURDUE,12,WR,Offense,55.7,,,54.2,,68.4,269,,,169,,100,,,,,,,,,"6' 1""",185
Curt Neal,PURDUE,92,DT,Defense,,,,,,,,,,,,,69.4,60.8,76.7,70,253,123,130,0,"6' 0""",301
Dee Newsome,PURDUE,29,CB,Defense,,,,,,,,,,,,,61.9,48,,64.7,347,162,,185,"6' 3""",185
Ethan Trent,PURDUE,76,OG,Offense,55.9,,,,63.2,51.5,544,,,,344,200,,,,,,,,,"6' 2""",295
Hudauri Hines,PURDUE,4,CB,Defense,,,,,,,,,,,,,56.3,57.4,60,55.7,636,325,1,310,"6' 1""",201
Jaden Mangham,PURDUE,2,S,Defense,,,,,,,,,,,,,58.2,53.5,54.5,60.1,350,141,7,202,"6' 2""",210
Jaylan Hornsby,PURDUE,0,WR,Offense,49.2,,,50.3,,42.4,247,,,160,,87,,,,,,,,,"6' 3""",215
John Slaughter,PURDUE,13,S,Defense,,,,,,,,,,,,,55.4,59.2,51.1,53.6,297,169,11,117,"6' 2""",210
Kylan Fox,PURDUE,16,TE,Offense,53.7,,,50.6,75.0,56.5,258,,,107,26,125,,,,,,,,,"6' 4""",245
Micah Banuelos,PURDUE,59,OG,Offense,54.0,,,,59.2,50.0,402,,,,222,180,,,,,,,,,"6' 2""",310
Mister Clark,PURDUE,6,CB,Defense,,,,,,,,,,,,,66.4,62.8,60.8,67.3,776,327,8,441,"6' 0""",195
Rodney Lora,PURDUE,94,DT,Defense,,,,,,,,,,,,,71,76.1,58.4,,289,141,148,,"6' 3""",302
Ryan Browne,PURDUE,15,QB,Offense,69.1,66.7,62.2,90.9,,60.5,664,418,20,3,,223,,,,,,,,,"6' 4""",225
Smiley Bradford,PURDUE,1,CB,Defense,,,,,,,,,,,,,61.1,39.9,49.2,69.6,406,174,20,212,"6' 0""",200
Tre Moore,PURDUE,34,EDGE,Defense,,,,,,,,,,,,,79.8,79.2,72.1,79.8,563,269,165,129,"6' 5""",235
Wisdom Simms,PURDUE,97,DT,Defense,,,,,,,,,,,,,70.2,74.4,70.7,59.2,436,189,247,0,"6' 4""",319
AJ Brown,RICE,7,S,Defense,,,,,,,,,,,,,53.4,50.8,54.7,55.9,350,202,10,138,"6' 0""",188
Austin Harnetiaux,RICE,54,LB,Defense,,,,,,,,,,,,,50.7,56.8,57,45.9,298,141,15,142,"6' 2""",228
Chibby Nwajuaku,RICE,16,EDGE,Defense,,,,,,,,,,,,,74.5,70.6,65.1,86,311,122,168,21,"6' 2""",246
Cole Principe,RICE,71,OG,Offense,64.8,,,,72.8,64.9,301,,,,111,190,,,,,,,,,"6' 3""",310
Daveon Hook,RICE,0,S,Defense,,,,,,,,,,,,,50.7,44.7,57.2,56,286,118,10,158,"6' 1""",190
Dillan Botts,RICE,96,DT,Defense,,,,,,,,,,,,,69.4,70.8,61.9,60,345,178,167,0,"6' 1""",286
James Falk,RICE,86,TE,Offense,47.8,,,42.1,68.9,56.7,310,,,59,31,220,,,,,,,,,"6' 6""",250
Jerrick Harper,RICE,5,CB,Defense,,,,,,,,,,,,,51.1,36.7,60,54.3,453,208,1,244,"6' 0""",191
Jo Chavez,RICE,2,S,Defense,,,,,,,,,,,,,59.6,54.9,62.7,60.9,394,160,11,223,"6' 0""",194
Koa Akui,RICE,3,S,Defense,,,,,,,,,,,,,85.1,56.3,67,90.7,734,333,6,395,"5' 10""",193
Leo Bluhm,RICE,60,C,Offense,69.0,,,60.0,68.8,73.0,839,,,0,385,454,,,,,,,,,"6' 4""",315
Max Mosey,RICE,13,WR,Offense,63.3,,54.9,65.5,,55.5,555,,19,338,,198,,,,,,,,,"6' 0""",200
Nate Bledsoe,RICE,56,C,Offense,63.7,,,,56.2,64.0,293,,,,98,195,,,,,,,,,"6' 2""",315
Netane Fehoko,RICE,55,OG,Offense,58.2,,,,60.3,60.2,335,,,,112,223,,,,,,,,,"6' 0""",295
Patrick Valent,RICE,50,OG,Offense,64.1,,,,76.0,61.0,589,,,,191,398,,,,,,,,,"6' 2""",330
Quinton Jackson,RICE,10,RB,Offense,71.9,60.9,74.7,56.8,49.1,50.3,436,5,178,67,67,118,,,,,,,,,"5' 9""",175
Scott Becker,RICE,68,C,Offense,71.9,,,51.6,75.1,68.7,629,,,0,377,252,,,,,,,,,"6' 2""",309
Stone Combs,RICE,33,LB,Defense,,,,,,,,,,,,,63.5,72.8,53.1,54.9,521,248,32,241,"6' 1""",227
Tariq Watson,RICE,4,CB,Defense,,,,,,,,,,,,,58.5,57.7,,58.4,273,136,,137,"5' 10""",181
Abram Wright,RUTGERS,6,LB,Defense,,,,,,,,,,,,,59,59.8,50.2,61.3,463,213,47,203,"6' 1""",220
Antwan Raymond,RUTGERS,3,RB,Offense,89.0,,87.8,69.7,75.8,59.7,596,,245,175,149,27,,,,,,,,,"5' 11""",205
Ben Black III,RUTGERS,2,WR,Offense,57.7,,,56.1,,67.1,254,,,123,,131,,,,,,,,,"6' 0""",185
Bradlee Jones,RUTGERS,5,CB,Defense,,,,,,,,,,,,,75.2,68.5,69.1,74.8,588,252,6,330,"6' 0""",185
Clay Thevenin,RUTGERS,9,RB,Offense,78.1,61.0,81.0,76.4,45.4,46.5,420,1,134,152,46,87,,,,,,,,,"5' 8""",195
Dylan Lonergan,RUTGERS,12,QB,Offense,70.8,71.7,50.9,,,60.0,487,330,5,,,152,,,,,,,,,"6' 2""",210
Isaiah Cook,RUTGERS,57,OG,Offense,71.4,,,,74.5,73.0,593,,,,249,344,,,,,,,,,"6' 2""",310
J'Dan Burnett,RUTGERS,94,EDGE,Defense,,,,,,,,,,,,,79.2,69,84.8,63.6,527,274,252,1,"6' 1""",255
Jaedin Lee,RUTGERS,91,DT,Defense,,,,,,,,,,,,,68.1,71.4,59.5,60.5,435,220,215,0,"6' 1""",305
KJ Duff,RUTGERS,8,WR,Offense,83.4,,,84.5,,63.2,819,,,461,,358,,,,,,,,,"6' 6""",225
Kaj Sanders,RUTGERS,1,S,Defense,,,,,,,,,,,,,45.6,58.5,59.8,38.3,620,283,14,323,"6' 1""",200
Kam Anthony,RUTGERS,85,TE,Offense,45.7,,,56.2,60.9,44.5,461,,,103,94,264,,,,,,,,,"6' 5""",255
Kevyn Humes,RUTGERS,4,CB,Defense,,,,,,,,,,,,,61.4,46.8,56.6,65.3,330,122,10,198,"5' 11""",185
Kwabena Asamoah,RUTGERS,69,OG,Offense,71.5,,,,76.9,68.3,849,,,,466,383,,,,,,,,,"6' 2""",310
Malachi Davis,RUTGERS,11,EDGE,Defense,,,,,,,,,,,,,81.5,67.1,86.8,78.2,442,200,227,15,"6' 4""",255
Mikey Munn,RUTGERS,12,CB,Defense,,,,,,,,,,,,,83.3,66.9,56.2,85.8,904,425,5,474,"6' 1""",190
Rondo Porter,RUTGERS,99,DT,Defense,,,,,,,,,,,,,79.2,79.6,75.7,60,534,231,303,0,"6' 0""",295
Sean Allison,RUTGERS,41,LB,Defense,,,,,,,,,,,,,87.8,90.4,68.6,77.8,714,321,46,347,"6' 0""",235
Ty Morris,RUTGERS,10,LB,Defense,,,,,,,,,,,,,67.8,65.2,67.8,66.7,827,376,63,388,"6' 2""",235
Zahmir Dawud,RUTGERS,12,CB,Defense,,,,,,,,,,,,,77.7,81.9,56.5,78.7,757,314,10,433,"5' 11""",185
Anthony Eager,S ALABAMA,1,WR,Offense,63.4,,77.6,62.6,,53.6,579,,2,293,,284,,,,,,,,,"6' 1""",185
Bishop Davenport,S ALABAMA,4,QB,Offense,66.6,56.7,76.6,,,60.0,848,372,78,,,398,,,,,,,,,"6' 2""",210
Christian Ross,S ALABAMA,17,EDGE,Defense,,,,,,,,,,,,,79.1,80.7,70.1,62.1,470,248,219,3,"6' 2""",235
Chuck McDonald III,S ALABAMA,78,OT,Offense,56.5,,,,59.3,53.7,858,,,,479,379,,,,,,,,,"6' 5""",320
Dylan Chiedo,S ALABAMA,42,EDGE,Defense,,,,,,,,,,,,,66.5,68.2,58.5,69,285,140,138,7,"6' 0""",230
Emmanuel Waller,S ALABAMA,9,EDGE,Defense,,,,,,,,,,,,,64.1,63.4,57.5,82.1,310,158,151,1,"6' 3""",275
Everett Hunter,S ALABAMA,83,TE,Offense,60.6,,60.0,65.2,44.2,55.9,653,,1,266,67,319,,,,,,,,,"6' 4""",250
Jayvon Henderson,S ALABAMA,2,CB,Defense,,,,,,,,,,,,,75.3,66.4,,76.1,619,311,,308,"5' 10""",190
Keenan Phillips,S ALABAMA,3,RB,Offense,84.3,,85.5,56.8,74.4,75.9,290,,129,117,25,19,,,,,,,,,"5' 10""",185
Kenton Jerido,S ALABAMA,69,OG,Offense,49.0,,,,82.9,41.2,570,,,,277,293,,,,,,,,,"6' 3""",340
Mase Lewis,S ALABAMA,18,EDGE,Defense,,,,,,,,,,,,,76.5,64.4,82.8,58.1,394,190,202,2,"6' 3""",275
Rod Gibbs,S ALABAMA,9,TE,Offense,57.8,,,55.3,73.4,59.1,341,,,71,63,207,,,,,,,,,"6' 4""",250
Seidrion Langston,S ALABAMA,16,LB,Defense,,,,,,,,,,,,,58.5,61.2,57.6,55.5,351,163,40,148,"6' 1""",220
Shalik Hubbard,S ALABAMA,57,OG,Offense,80.5,,,,82.2,79.2,764,,,,407,357,,,,,,,,,"6' 4""",330
Tirrell Johnson,S ALABAMA,20,EDGE,Defense,,,,,,,,,,,,,73.3,72.9,64.4,75,525,252,197,76,"6' 2""",230
Brady Hunt,S CAROLINA,87,TE,Offense,46.5,,69.4,51.9,54.2,37.3,411,,3,194,53,161,,,,,,,,,"6' 5""",251
Carter Miller,S CAROLINA,50,C,Offense,60.2,,,,65.5,61.3,593,,,,352,241,,,,,,,,,"6' 2""",311
DJ Black,S CAROLINA,83,WR,Offense,47.9,,,48.7,,49.0,512,,,316,,196,,,,,,,,,"6' 2""",205
Donovan Murph,S CAROLINA,6,WR,Offense,61.0,,,61.8,62.1,51.2,300,,,179,1,120,,,,,,,,,"6' 2""",199
Dylan Stewart,S CAROLINA,6,EDGE,Defense,,,,,,,,,,,,,73.6,79,70.3,59.1,449,190,254,5,"6' 5""",250
Emmanuel Kojo Poku,S CAROLINA,69,OG,Offense,63.0,,,,69.1,61.2,977,,,,498,479,,,,,,,,,"6' 5""",320
Gabriel Brownlow-Dindy,S CAROLINA,99,DT,Defense,,,,,,,,,,,,,74.9,78.4,67.7,60.9,300,144,156,0,"6' 3""",310
Hank Purvis,S CAROLINA,52,OG,Offense,62.8,,,,71.6,59.3,496,,,,294,202,,,,,,,,,"6' 5""",330
Judge Collier,S CAROLINA,8,CB,Defense,,,,,,,,,,,,,56.1,60.1,49.8,55.7,371,154,4,213,"6' 2""",206
LaNorris Sellers,S CAROLINA,16,QB,Offense,73.4,66.9,72.4,79.0,,60.1,691,410,66,2,,213,,,,,,,,,"6' 3""",238
Max Drag,S CAROLINA,80,TE,Offense,50.7,,,54.0,73.0,53.7,230,,,40,47,143,,,,,,,,,"6' 4""",248
Nick Barrett,S CAROLINA,93,DT,Defense,,,,,,,,,,,,,76.2,82.9,60.1,57.1,507,254,250,3,"6' 3""",322
Nitro Tuggle,S CAROLINA,1,WR,Offense,56.7,,,56.0,61.9,59.3,667,,,423,1,243,,,,,,,,,"6' 1""",195
Nyck Harbor,S CAROLINA,8,WR,Offense,67.8,,63.2,66.8,63.8,70.1,492,,1,317,1,173,,,,,,,,,"6' 5""",239
Peyton Williams,S CAROLINA,31,S,Defense,,,,,,,,,,,,,73.7,72.9,59.2,74.3,559,240,1,318,"6' 0""",214
Quay'sheed Scott,S CAROLINA,12,CB,Defense,,,,,,,,,,,,,74.4,73.6,52.9,75.7,488,210,26,252,"5' 11""",208
Shawn Murphy,S CAROLINA,7,LB,Defense,,,,,,,,,,,,,64.7,75.7,62.3,51.7,430,191,46,193,"6' 3""",233
Shed Sarratt Jr.,S CAROLINA,72,OG,Offense,59.2,,,,70.8,51.3,477,,,,293,184,,,,,,,,,"6' 4""",318
Tomiwa Durojaiye,S CAROLINA,13,DT,Defense,,,,,,,,,,,,,74.5,78.8,68.1,59.6,372,159,210,3,"6' 4""",291
Troy Pikes,S CAROLINA,33,DT,Defense,,,,,,,,,,,,,68.8,68.3,64.8,63.5,243,90,151,2,"6' 3""",293
Vicari Swain,S CAROLINA,4,CB,Defense,,,,,,,,,,,,,72.8,62.4,90.4,74,488,221,3,264,"6' 0""",193
Aldrich Doe,S DIEGO ST,30,WR,Offense,64.5,,59.3,65.1,50.2,56.5,598,,4,359,0,235,,,,,,,,,"6' 3""",196
Amari Comier,S DIEGO ST,91,DT,Defense,,,,,,,,,,,,,67.7,68.7,61,60,319,167,152,0,"6' 2""",295
Brady Nassar,S DIEGO ST,33,EDGE,Defense,,,,,,,,,,,,,69.4,69.1,63.1,68.9,397,185,204,8,"6' 5""",255
Caleb Ricks,S DIEGO ST,32,CB,Defense,,,,,,,,,,,,,77.8,72.5,58.2,78.7,584,280,2,302,"6' 1""",195
Carsten Mamaril,S DIEGO ST,23,CB,Defense,,,,,,,,,,,,,89.8,57.1,72.9,92.5,568,305,4,259,"5' 9""",180
Christian Washington,S DIEGO ST,20,RB,Offense,72.7,,75.2,57.1,53.8,53.1,232,,101,72,26,33,,,,,,,,,"5' 10""",205
Donovan Brown,S DIEGO ST,14,WR,Offense,64.7,,60.5,65.3,,58.3,763,,2,332,,429,,,,,,,,,"6' 2""",180
Isaac Lucas,S DIEGO ST,56,OG,Offense,62.2,,,,63.4,62.1,523,,,,270,253,,,,,,,,,"6' 3""",298
Isaiah Green,S DIEGO ST,14,S,Defense,,,,,,,,,,,,,60.9,62.9,55.3,59.8,728,388,6,334,"6' 1""",180
Jackson Ford,S DIEGO ST,15,TE,Offense,57.0,,,62.2,71.0,54.8,453,,,130,57,266,,,,,,,,,"6' 6""",250
Jacob Bostick,S DIEGO ST,17,WR,Offense,57.1,,,56.5,,62.8,316,,,148,,168,,,,,,,,,"6' 3""",190
Jalen Thomeson,S DIEGO ST,30,S,Defense,,,,,,,,,,,,,74.7,66.5,58.5,79.4,777,349,43,385,"5' 11""",193
Jason Oliver,S DIEGO ST,26,CB,Defense,,,,,,,,,,,,,80.1,72.4,66.8,79.6,536,239,5,292,"6' 0""",170
Jayden Denegal,S DIEGO ST,4,QB,Offense,66.5,62.7,65.3,54.3,,60.2,695,296,48,1,,350,,,,,,,,,"6' 5""",230
Jordan Napier,S DIEGO ST,2,WR,Offense,77.4,27.5,58.7,83.5,,54.2,445,1,10,198,,236,,,,,,,,,"6' 2""",205
Kai Wallin,S DIEGO ST,18,EDGE,Defense,,,,,,,,,,,,,69.2,71.3,67.7,63.9,260,111,124,25,"6' 5""",247
Kalan Ellis,S DIEGO ST,76,OG,Offense,55.2,,,55.6,59.7,54.1,703,,,2,291,410,,,,,,,,,"6' 5""",350
Lucky Sutton,S DIEGO ST,7,RB,Offense,85.1,,88.6,31.4,79.6,55.2,565,,256,148,84,77,,,,,,,,,"6' 1""",225
